Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/06/16,Ceará,Londrina,B,7
2,07/06/16,Tupi,Oeste,B,7
3,07/06/16,Paraná,Atlético-GO,B,7
4,07/06/16,Paysandu,Náutico,B,7
5,11/06/16,Ponte Preta,Chapecoense,A,7
6,11/06/16,Internacional,América-MG,A,7
7,11/06/16,São Paulo,Athletico-PR,A,7
8,11/06/16,Fluminense,Grêmio,A,7
9,12/06/16,Coritiba,Sport,A,7
10,12/06/16,Botafogo,EC Vitória,A,7
11,12/06/16,Palmeiras,Corinthians,A,7
12,12/06/16,Atlético-MG,Cruzeiro,A,7
13,12/06/16,Figueirense,Flamengo,A,7
14,12/06/16,Santa Cruz,Santos,A,7
