Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/10/16,Oeste,Luverdense,B,33
2,26/10/16,Vasco,Avaí,B,33
3,27/10/16,Sport,Ponte Preta,A,33
4,28/10/16,Fluminense,EC Vitória,A,33
5,28/10/16,Paraná,Bragantino,B,33
6,29/10/16,Corinthians,Chapecoense,A,33
7,29/10/16,Athletico-PR,Cruzeiro,A,33
8,29/10/16,Atlético-MG,Flamengo,A,33
9,29/10/16,Botafogo,Coritiba,A,33
10,29/10/16,Internacional,Santa Cruz,A,33
11,29/10/16,Figueirense,Grêmio,A,33
12,29/10/16,Santos,Palmeiras,A,33
13,29/10/16,Tupi,Vila Nova,B,33
14,31/10/16,América-MG,São Paulo,A,33
