Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/09/16,Sampaio Corrêa,Vila Nova,B,28
2,01/10/16,Fluminense,Sport,A,28
3,01/10/16,São Paulo,Flamengo,A,28
4,01/10/16,Santos,Athletico-PR,A,28
5,01/10/16,Chapecoense,EC Vitória,A,28
6,01/10/16,Botafogo,Corinthians,A,28
7,01/10/16,Ponte Preta,Atlético-MG,A,28
8,01/10/16,Cruzeiro,Grêmio,A,28
9,01/10/16,Internacional,Figueirense,A,28
10,01/10/16,Londrina,Oeste,B,28
11,01/10/16,Náutico,Vasco,B,28
12,01/10/16,Bragantino,CRB,B,28
13,03/10/16,Santa Cruz,Palmeiras,A,28
14,03/10/16,Coritiba,América-MG,A,28
