Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/05/16,Luverdense,Avaí,B,3
2,24/05/16,Ceará,Atlético-GO,B,3
3,24/05/16,Londrina,Náutico,B,3
4,24/05/16,Sampaio Corrêa,Paraná,B,3
5,25/05/16,Botafogo,Athletico-PR,A,3
6,25/05/16,Figueirense,Santos,A,3
7,25/05/16,Flamengo,Chapecoense,A,3
8,25/05/16,América-MG,EC Vitória,A,3
9,25/05/16,Coritiba,São Paulo,A,3
10,25/05/16,Santa Cruz,Cruzeiro,A,3
11,25/05/16,Palmeiras,Fluminense,A,3
12,26/05/16,Corinthians,Ponte Preta,A,3
13,26/05/16,Internacional,Sport,A,3
14,26/05/16,Atlético-MG,Grêmio,A,3
