Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/09/16,Joinville,Avaí,B,27
2,23/09/16,Criciúma,Sampaio Corrêa,B,27
3,24/09/16,Palmeiras,Coritiba,A,27
4,24/09/16,Sport,Santos,A,27
5,24/09/16,América-MG,Botafogo,A,27
6,24/09/16,Paraná,Náutico,B,27
7,25/09/16,Athletico-PR,Ponte Preta,A,27
8,25/09/16,Figueirense,Santa Cruz,A,27
9,25/09/16,Flamengo,Cruzeiro,A,27
10,25/09/16,Corinthians,Fluminense,A,27
11,25/09/16,EC Vitória,São Paulo,A,27
12,25/09/16,Grêmio,Chapecoense,A,27
13,25/09/16,Atlético-MG,Internacional,A,27
14,26/09/16,Paysandu,Bragantino,B,27
