Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/10/16,Sampaio Corrêa,Oeste,B,31
2,14/10/16,Bahia,Brasil de Pelotas,B,31
3,15/10/16,Goiás,Vila Nova,B,31
4,15/10/16,Londrina,Luverdense,B,31
5,16/10/16,Figueirense,Palmeiras,A,31
6,16/10/16,Athletico-PR,Coritiba,A,31
7,16/10/16,Cruzeiro,Chapecoense,A,31
8,16/10/16,Botafogo,Atlético-MG,A,31
9,16/10/16,Internacional,Flamengo,A,31
10,16/10/16,Corinthians,América-MG,A,31
11,16/10/16,Sport,EC Vitória,A,31
12,16/10/16,Ponte Preta,Santa Cruz,A,31
13,16/10/16,Santos,Grêmio,A,31
14,17/10/16,Fluminense,São Paulo,A,31
