Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/09/16,EC Vitória,Flamengo,A,24
2,10/09/16,CRB,Vila Nova,B,24
3,10/09/16,Avaí,Criciúma,B,24
4,10/09/16,Goiás,Ceará,B,24
5,10/09/16,Náutico,Bahia,B,24
6,11/09/16,Chapecoense,Coritiba,A,24
7,11/09/16,São Paulo,Figueirense,A,24
8,11/09/16,Sport,Santa Cruz,A,24
9,11/09/16,Cruzeiro,Botafogo,A,24
10,11/09/16,Athletico-PR,Internacional,A,24
11,11/09/16,Santos,Corinthians,A,24
12,11/09/16,Grêmio,Palmeiras,A,24
13,11/09/16,Ponte Preta,América-MG,A,24
14,12/09/16,Fluminense,Atlético-MG,A,24
