Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/10/16,Criciúma,Vila Nova,B,30
2,07/10/16,Goiás,Bragantino,B,30
3,07/10/16,Náutico,Brasil de Pelotas,B,30
4,08/10/16,Sampaio Corrêa,Luverdense,B,30
5,12/10/16,Chapecoense,Sport,A,30
6,12/10/16,Coritiba,Figueirense,A,30
7,12/10/16,Santa Cruz,Corinthians,A,30
8,12/10/16,Botafogo,Internacional,A,30
9,13/10/16,Ponte Preta,EC Vitória,A,30
10,13/10/16,Palmeiras,Cruzeiro,A,30
11,13/10/16,Atlético-MG,América-MG,A,30
12,13/10/16,Fluminense,Flamengo,A,30
13,13/10/16,São Paulo,Santos,A,30
14,13/10/16,Grêmio,Athletico-PR,A,30
