Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/06/16,Vila Nova,Paraná,B,6
2,03/06/16,Bahia,Paysandu,B,6
3,04/06/16,Athletico-PR,Santa Cruz,A,6
4,04/06/16,Chapecoense,Fluminense,A,6
5,04/06/16,Corinthians,Coritiba,A,6
6,04/06/16,Atlético-GO,Bragantino,B,6
7,04/06/16,Vasco,Goiás,B,6
8,05/06/16,América-MG,Figueirense,A,6
9,05/06/16,Santos,Botafogo,A,6
10,05/06/16,EC Vitória,Internacional,A,6
11,05/06/16,Sport,Atlético-MG,A,6
12,05/06/16,Grêmio,Ponte Preta,A,6
13,05/06/16,Flamengo,Palmeiras,A,6
14,05/06/16,Cruzeiro,São Paulo,A,6
