Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/08/16,Sport Recife,Flamengo,A,20
2,13/08/16,Ponte Preta,Figueirense,A,20
3,14/08/16,Grêmio,Corinthians,A,20
4,14/08/16,Fluminense,América-MG,A,20
5,14/08/16,Cruzeiro,Coritiba,A,20
6,14/08/16,EC Vitória,Santa Cruz,A,20
7,14/08/16,Santos,Atlético-MG,A,20
8,14/08/16,São Paulo,Botafogo,A,20
9,14/08/16,Athletico-PR,Palmeiras,A,20
10,15/08/16,Chapecoense,Internacional,A,20
11,19/08/16,Paraná,Brasil de Pelotas,B,20
12,20/08/16,Avaí,Bahia,B,20
13,20/08/16,Goiás,Tupi,B,20
14,20/08/16,CRB,Londrina,B,20
