Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/09/16,Bahia,Vasco da Gama,B,23
2,03/09/16,Sampaio Corrêa,Náutico,B,23
3,03/09/16,Oeste,Paraná,B,23
4,04/09/16,Ceará SC,Avaí,B,23
5,07/09/16,Figueirense,Athletico-PR,A,23
6,07/09/16,Santa Cruz,Chapecoense,A,23
7,07/09/16,Botafogo,Fluminense,A,23
8,07/09/16,Atlético-MG,EC Vitória,A,23
9,07/09/16,Coritiba,Grêmio,A,23
10,07/09/16,Flamengo,Ponte Preta,A,23
11,07/09/16,Palmeiras,São Paulo,A,23
12,08/09/16,Corinthians,Sport Recife,A,23
13,08/09/16,América-MG,Cruzeiro,A,23
14,08/09/16,Internacional,Santos,A,23
