Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/06/16,Paraná,Luverdense,B,10
2,18/06/16,Vasco,Paysandu,B,10
3,18/06/16,Náutico,Bragantino,B,10
4,18/06/16,Criciúma,Tupi,B,10
5,21/06/16,Palmeiras,América-MG,A,10
6,22/06/16,Ponte Preta,Cruzeiro,A,10
7,22/06/16,Santa Cruz,Flamengo,A,10
8,22/06/16,Botafogo,Figueirense,A,10
9,22/06/16,Fluminense,Santos,A,10
10,22/06/16,Atlético-MG,Corinthians,A,10
11,23/06/16,Chapecoense,Athletico-PR,A,10
12,23/06/16,Grêmio,EC Vitória,A,10
13,23/06/16,São Paulo,Sport,A,10
14,23/06/16,Coritiba,Internacional,A,10
