Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/05/16,Náutico,Vila Nova,B,2
2,17/05/16,Bragantino,Luverdense,B,2
3,20/05/16,Joinville,Criciúma,B,2
4,21/05/16,Ponte Preta,Palmeiras,A,2
5,21/05/16,Fluminense,Santa Cruz,A,2
6,21/05/16,Cruzeiro,Figueirense,A,2
7,21/05/16,Paysandu,Oeste,B,2
8,22/05/16,Athletico-PR,Atlético-MG,A,2
9,22/05/16,Santos,Coritiba,A,2
10,22/05/16,Grêmio,Flamengo,A,2
11,22/05/16,São Paulo,Internacional,A,2
12,22/05/16,Chapecoense,América-MG,A,2
13,22/05/16,EC Vitória,Corinthians,A,2
14,22/05/16,Sport,Botafogo,A,2
