Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/07/16,Goiás,Luverdense,B,18
2,30/07/16,Paraná,Ceará,B,18
3,30/07/16,Joinville,Oeste,B,18
4,31/07/16,Atlético-GO,Sampaio Corrêa,B,18
5,03/08/16,Sport,América-MG,A,18
6,03/08/16,EC Vitória,Coritiba,A,18
7,03/08/16,Santos,Flamengo,A,18
8,03/08/16,Athletico-PR,Corinthians,A,18
9,04/08/16,Ponte Preta,Botafogo,A,18
10,04/08/16,Grêmio,Santa Cruz,A,18
11,04/08/16,São Paulo,Atlético-MG,A,18
12,04/08/16,Cruzeiro,Internacional,A,18
13,04/08/16,Chapecoense,Palmeiras,A,18
14,03/09/16,Fluminense,Figueirense,A,18
