Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/09/16,Corinthians,Palmeiras,A,26
2,17/09/16,Bahia,Goiás,B,26
3,17/09/16,Avaí,Bragantino,B,26
4,17/09/16,Oeste,Tupi,B,26
5,17/09/16,Náutico,Paysandu,B,26
6,18/09/16,Flamengo,Figueirense,A,26
7,18/09/16,Cruzeiro,Atlético-MG,A,26
8,18/09/16,Grêmio,Fluminense,A,26
9,18/09/16,Athletico-PR,São Paulo,A,26
10,18/09/16,Chapecoense,Ponte Preta,A,26
11,18/09/16,Sport,Coritiba,A,26
12,18/09/16,Santos,Santa Cruz,A,26
13,18/09/16,EC Vitória,Botafogo,A,26
14,19/09/16,América-MG,Internacional,A,26
