Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/08/16,América-MG,Chapecoense,A,21
2,20/08/16,Botafogo,Sport,A,21
3,21/08/16,Atlético-MG,Athletico-PR,A,21
4,21/08/16,Flamengo,Grêmio,A,21
5,21/08/16,Santa Cruz,Fluminense,A,21
6,21/08/16,Internacional,São Paulo,A,21
7,21/08/16,Palmeiras,Ponte Preta,A,21
8,21/08/16,Coritiba,Santos,A,21
9,21/08/16,Figueirense,Cruzeiro,A,21
10,22/08/16,Corinthians,EC Vitória,A,21
11,23/08/16,Brasil de Pelotas,Atlético-GO,B,21
12,23/08/16,Londrina,Goiás,B,21
13,26/08/16,Criciúma,Joinville,B,21
14,27/08/16,Tupi,Vasco,B,21
