Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/11/16,Sampaio Corrêa,Londrina,B,36
2,12/11/16,Atlético-GO,Tupi,B,36
3,12/11/16,Brasil de Pelotas,Oeste,B,36
4,12/11/16,Ceará SC,Vila Nova,B,36
5,20/11/16,EC Vitória,Figueirense,A,36
6,20/11/16,Cruzeiro,Santos,A,36
7,20/11/16,Palmeiras,Botafogo,A,36
8,20/11/16,Athletico-PR,Sport Recife,A,36
9,20/11/16,Grêmio,América-MG,A,36
10,20/11/16,Ponte Preta,Fluminense,A,36
11,20/11/16,Santa Cruz,Atlético-MG,A,36
12,20/11/16,Flamengo,Coritiba,A,36
13,20/11/16,Chapecoense,São Paulo,A,36
14,21/11/16,Corinthians,Internacional,A,36
