Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/08/16,Ponte Preta,Corinthians,A,22
2,28/08/16,Cruzeiro,Santa Cruz,A,22
3,28/08/16,Santos,Figueirense,A,22
4,28/08/16,Chapecoense,Flamengo,A,22
5,28/08/16,Fluminense,Palmeiras,A,22
6,28/08/16,Grêmio,Atlético-MG,A,22
7,28/08/16,São Paulo,Coritiba,A,22
8,28/08/16,Sport Recife,Internacional,A,22
9,28/08/16,EC Vitória,América-MG,A,22
10,29/08/16,Athletico-PR,Botafogo,A,22
11,30/08/16,Paraná,Sampaio Corrêa,B,22
12,30/08/16,Avaí,Luverdense,B,22
13,30/08/16,Goiás,Criciúma,B,22
14,30/08/16,Náutico,Londrina,B,22
