Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/09/16,Criciúma,Oeste,B,25
2,13/09/16,CRB,Avaí,B,25
3,13/09/16,Paraná,Vila Nova,B,25
4,13/09/16,Goiás,Vasco,B,25
5,14/09/16,Figueirense,América-MG,A,25
6,14/09/16,Botafogo,Santos,A,25
7,14/09/16,Ponte Preta,Grêmio,A,25
8,14/09/16,Santa Cruz,Athletico-PR,A,25
9,14/09/16,Palmeiras,Flamengo,A,25
10,14/09/16,Coritiba,Corinthians,A,25
11,15/09/16,Fluminense,Chapecoense,A,25
12,15/09/16,Atlético-MG,Sport,A,25
13,15/09/16,Internacional,EC Vitória,A,25
14,15/09/16,São Paulo,Cruzeiro,A,25
