Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/07/16,Criciúma,Paraná,B,17
2,22/07/16,Náutico,Avaí,B,17
3,23/07/16,Bahia,Luverdense,B,17
4,23/07/16,Vila Nova,Ceará,B,17
5,30/07/16,Sport,Athletico-PR,A,17
6,30/07/16,Figueirense,EC Vitória,A,17
7,30/07/16,Atlético-MG,Santa Cruz,A,17
8,31/07/16,Fluminense,Ponte Preta,A,17
9,31/07/16,São Paulo,Chapecoense,A,17
10,31/07/16,Coritiba,Flamengo,A,17
11,31/07/16,Internacional,Corinthians,A,17
12,31/07/16,Santos,Cruzeiro,A,17
13,31/07/16,Botafogo,Palmeiras,A,17
14,31/07/16,América-MG,Grêmio,A,17
