Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/06/16,Paysandu,Avaí,B,9
2,14/06/16,Oeste,Londrina,B,9
3,14/06/16,CRB,Bragantino,B,9
4,14/06/16,Vila Nova,Sampaio Corrêa,B,9
5,18/06/16,Palmeiras,Santa Cruz,A,9
6,18/06/16,Athletico-PR,Santos,A,9
7,18/06/16,América-MG,Coritiba,A,9
8,19/06/16,Atlético-MG,Ponte Preta,A,9
9,19/06/16,EC Vitória,Chapecoense,A,9
10,19/06/16,Corinthians,Botafogo,A,9
11,19/06/16,Flamengo,São Paulo,A,9
12,19/06/16,Sport Recife,Fluminense,A,9
13,19/06/16,Figueirense,Internacional,A,9
14,19/06/16,Grêmio,Cruzeiro,A,9
