Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/11/16,Bahia,Sampaio Corrêa,B,35
2,08/11/16,Oeste,Avaí,B,35
3,08/11/16,Vila Nova,Brasil de Pelotas,B,35
4,08/11/16,Paysandu,Paraná,B,35
5,15/11/16,Fluminense,Athletico-PR,A,35
6,16/11/16,Botafogo,Chapecoense,A,35
7,16/11/16,Sport Recife,Cruzeiro,A,35
8,16/11/16,Coritiba,Santa Cruz,A,35
9,16/11/16,América-MG,Flamengo,A,35
10,16/11/16,Figueirense,Corinthians,A,35
11,17/11/16,Santos,EC Vitória,A,35
12,17/11/16,São Paulo,Grêmio,A,35
13,17/11/16,Internacional,Ponte Preta,A,35
14,17/11/16,Atlético-MG,Palmeiras,A,35
