Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,30/10/09,Duque de Caxias,Atlético-GO,B,33
2,31/10/09,Flamengo,Santos,A,33
3,31/10/09,Avai,Athletico-PR,A,33
4,31/10/09,São Paulo,Barueri,A,33
5,31/10/09,Portuguesa,Guarani,B,33
6,31/10/09,Campinense,São Caetano,B,33
7,31/10/09,ABC,Paraná,B,33
8,01/11/09,Palmeiras,Corinthians,A,33
9,01/11/09,Internacional,Botafogo,A,33
10,01/11/09,Coritiba,EC Vitória,A,33
11,01/11/09,Goiás,Atlético-MG,A,33
12,01/11/09,Cruzeiro,Fluminense,A,33
13,01/11/09,Santo Andre,Grêmio,A,33
14,01/11/09,Nautico,Sport,A,33
