Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/09/09,São Paulo,Avai,A,24
2,12/09/09,Flamengo,Sport,A,24
3,13/09/09,Santos,Santo Andre,A,24
4,13/09/09,Atlético-MG,Athletico-PR,A,24
5,13/09/09,EC Vitória,Palmeiras,A,24
6,13/09/09,Internacional,Cruzeiro,A,24
7,13/09/09,Botafogo,Fluminense,A,24
8,13/09/09,Nautico,Grêmio,A,24
9,13/09/09,Barueri,Goiás,A,24
10,15/09/09,Brasiliense,América-RN,B,24
11,15/09/09,São Caetano,Vasco,B,24
12,15/09/09,Atlético-GO,Campinense,B,24
13,15/09/09,ABC,Bahia,B,24
14,16/09/09,Coritiba,Corinthians,A,24
