Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/09/09,Corinthians,Santos,A,23
2,05/09/09,Palmeiras,Barueri,A,23
3,05/09/09,Grêmio,EC Vitória,A,23
4,05/09/09,Sport,Botafogo,A,23
5,06/09/09,Athletico-PR,Flamengo,A,23
6,06/09/09,Cruzeiro,São Paulo,A,23
7,06/09/09,Goiás,Coritiba,A,23
8,06/09/09,Avai,Internacional,A,23
9,06/09/09,Fluminense,Nautico,A,23
10,06/09/09,Santo Andre,Atlético-MG,A,23
11,11/09/09,Vasco,Paraná,B,23
12,12/09/09,Vila Nova,Duque de Caxias,B,23
13,12/09/09,Figueirense,Ceará,B,23
14,12/09/09,América-RN,São Caetano,B,23
