Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/10/09,Vila Nova,Bragantino,B,29
2,10/10/09,Corinthians,Grêmio,A,29
3,10/10/09,Flamengo,São Paulo,A,29
4,10/10/09,Santo Andre,Fluminense,A,29
5,10/10/09,Internacional,Athletico-PR,A,29
6,10/10/09,Coritiba,Barueri,A,29
7,10/10/09,Brasiliense,Guarani,B,29
8,10/10/09,Fortaleza,Figueirense,B,29
9,10/10/09,Ponte Preta,Vasco,B,29
10,12/10/09,Santos,EC Vitória,A,29
11,12/10/09,Atlético-MG,Cruzeiro,A,29
12,12/10/09,Goiás,Sport,A,29
13,12/10/09,Nautico,Palmeiras,A,29
14,12/10/09,Botafogo,Avai,A,29
