Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/05/09,Atlético-GO,Ponte Preta,B,4
2,30/05/09,Botafogo,Sport,A,4
3,30/05/09,Coritiba,Goiás,A,4
4,30/05/09,Atlético-MG,Santo Andre,A,4
5,30/05/09,São Caetano,América-RN,B,4
6,30/05/09,Paraná,Vasco,B,4
7,30/05/09,Duque de Caxias,Vila Nova,B,4
8,31/05/09,São Paulo,Cruzeiro,A,4
9,31/05/09,Santos,Corinthians,A,4
10,31/05/09,Flamengo,Athletico-PR,A,4
11,31/05/09,Nautico,Fluminense,A,4
12,31/05/09,EC Vitória,Grêmio,A,4
13,31/05/09,Barueri,Palmeiras,A,4
14,31/05/09,Internacional,Avai,A,4
