Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/08/09,Santos,Avai,A,18
2,08/08/09,Nautico,Santo Andre,A,18
3,08/08/09,Botafogo,Athletico-PR,A,18
4,09/08/09,Flamengo,Corinthians,A,18
5,09/08/09,EC Vitória,Fluminense,A,18
6,09/08/09,Coritiba,Cruzeiro,A,18
7,09/08/09,São Paulo,Goiás,A,18
8,09/08/09,Barueri,Grêmio,A,18
9,10/08/09,Internacional,Sport,A,18
10,12/08/09,Atlético-MG,Palmeiras,A,18
11,14/08/09,Brasiliense,Bragantino,B,18
12,15/08/09,ABC,Campinense,B,18
13,15/08/09,Ipatinga,América-RN,B,18
14,15/08/09,São Caetano,Fortaleza,B,18
