Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/07/09,Grêmio,Santo Andre,A,14
2,25/07/09,Athletico-PR,Avai,A,14
3,25/07/09,Botafogo,Internacional,A,14
4,26/07/09,Santos,Flamengo,A,14
5,26/07/09,Corinthians,Palmeiras,A,14
6,26/07/09,Atlético-MG,Goiás,A,14
7,26/07/09,Sport,Nautico,A,14
8,26/07/09,Fluminense,Cruzeiro,A,14
9,26/07/09,EC Vitória,Coritiba,A,14
10,26/07/09,Barueri,São Paulo,A,14
11,28/07/09,Ponte Preta,Vila Nova,B,14
12,28/07/09,Bahia,Juventude,B,14
13,28/07/09,São Caetano,Campinense,B,14
14,28/07/09,Vasco,Fortaleza,B,14
