Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/08/09,Barueri,Corinthians,A,22
2,29/08/09,Coritiba,Avai,A,22
3,29/08/09,Flamengo,Santo Andre,A,22
4,29/08/09,Nautico,Athletico-PR,A,22
5,30/08/09,São Paulo,Palmeiras,A,22
6,30/08/09,Santos,Fluminense,A,22
7,30/08/09,Atlético-MG,Sport,A,22
8,30/08/09,EC Vitória,Cruzeiro,A,22
9,30/08/09,Internacional,Goiás,A,22
10,30/08/09,Botafogo,Grêmio,A,22
11,01/09/09,Portuguesa,Figueirense,B,22
12,04/09/09,Ipatinga,Ponte Preta,B,22
13,05/09/09,Brasiliense,Fortaleza,B,22
14,05/09/09,ABC,Juventude,B,22
