Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/11/09,São Caetano,Figueirense,B,38
2,28/11/09,Brasiliense,Vila Nova,B,38
3,28/11/09,Guarani,Juventude,B,38
4,28/11/09,Ipatinga,Vasco,B,38
5,05/12/09,Atlético-MG,Corinthians,A,38
6,05/12/09,Nautico,Avai,A,38
7,06/12/09,Flamengo,Grêmio,A,38
8,06/12/09,Botafogo,Palmeiras,A,38
9,06/12/09,São Paulo,Sport,A,38
10,06/12/09,Internacional,Santo Andre,A,38
11,06/12/09,Santos,Cruzeiro,A,38
12,06/12/09,Barueri,Athletico-PR,A,38
13,06/12/09,EC Vitória,Goiás,A,38
14,06/12/09,Coritiba,Fluminense,A,38
