Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/11/09,Ceará,Bragantino,B,34
2,03/11/09,Portuguesa,ABC,B,34
3,04/11/09,Grêmio,São Paulo,A,34
4,07/11/09,EC Vitória,Avai,A,34
5,07/11/09,Sport,Cruzeiro,A,34
6,07/11/09,Santos,Nautico,A,34
7,07/11/09,América-RN,Vila Nova,B,34
8,07/11/09,Vasco,Juventude,B,34
9,08/11/09,Fluminense,Palmeiras,A,34
10,08/11/09,Atlético-MG,Flamengo,A,34
11,08/11/09,Corinthians,Santo Andre,A,34
12,08/11/09,Barueri,Internacional,A,34
13,08/11/09,Botafogo,Coritiba,A,34
14,08/11/09,Athletico-PR,Goiás,A,34
