Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/09/09,Fortaleza,Campinense,B,26
2,26/09/09,Palmeiras,Athletico-PR,A,26
3,26/09/09,Barueri,Cruzeiro,A,26
4,26/09/09,Paraná,Figueirense,B,26
5,26/09/09,ABC,América-RN,B,26
6,26/09/09,Atlético-GO,Vila Nova,B,26
7,27/09/09,Internacional,Flamengo,A,26
8,27/09/09,São Paulo,Corinthians,A,26
9,27/09/09,Coritiba,Nautico,A,26
10,27/09/09,Goiás,Grêmio,A,26
11,27/09/09,Fluminense,Avai,A,26
12,27/09/09,Atlético-MG,Santos,A,26
13,27/09/09,Botafogo,EC Vitória,A,26
14,27/09/09,Sport,Santo Andre,A,26
