Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/10/09,Vasco,Vila Nova,B,30
2,13/10/09,Guarani,Duque de Caxias,B,30
3,16/10/09,Campinense,Ponte Preta,B,30
4,16/10/09,São Caetano,ABC,B,30
5,17/10/09,Barueri,Santos,A,30
6,17/10/09,São Paulo,Atlético-MG,A,30
7,17/10/09,Avai,Goiás,A,30
8,18/10/09,Sport,Corinthians,A,30
9,18/10/09,Grêmio,Coritiba,A,30
10,18/10/09,Fluminense,Internacional,A,30
11,18/10/09,Palmeiras,Flamengo,A,30
12,18/10/09,Athletico-PR,Santo Andre,A,30
13,18/10/09,Cruzeiro,Botafogo,A,30
14,18/10/09,EC Vitória,Nautico,A,30
