Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/08/09,Palmeiras,Internacional,A,21
2,22/08/09,Santo Andre,Coritiba,A,21
3,22/08/09,Sport,EC Vitória,A,21
4,23/08/09,Corinthians,Botafogo,A,21
5,23/08/09,Athletico-PR,São Paulo,A,21
6,23/08/09,Grêmio,Atlético-MG,A,21
7,23/08/09,Fluminense,Barueri,A,21
8,23/08/09,Goiás,Santos,A,21
9,23/08/09,Cruzeiro,Nautico,A,21
10,23/08/09,Avai,Flamengo,A,21
11,28/08/09,Fortaleza,Portuguesa,B,21
12,28/08/09,Vila Nova,Ipatinga,B,21
13,28/08/09,Vasco,Ceará,B,21
14,29/08/09,América-RN,Guarani,B,21
