Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/09/09,Campinense,Bragantino,B,25
2,18/09/09,Ponte Preta,São Caetano,B,25
3,19/09/09,Athletico-PR,Sport,A,25
4,19/09/09,EC Vitória,Internacional,A,25
5,19/09/09,Nautico,Atlético-MG,A,25
6,19/09/09,América-RN,Duque de Caxias,B,25
7,19/09/09,Juventude,Fortaleza,B,25
8,20/09/09,Grêmio,Fluminense,A,25
9,20/09/09,Santo Andre,São Paulo,A,25
10,20/09/09,Avai,Barueri,A,25
11,20/09/09,Flamengo,Coritiba,A,25
12,20/09/09,Santos,Botafogo,A,25
13,20/09/09,Corinthians,Goiás,A,25
14,23/09/09,Cruzeiro,Palmeiras,A,25
