Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/07/09,Fortaleza,Bragantino,B,13
2,22/07/09,Flamengo,Barueri,A,13
3,22/07/09,Santo Andre,Cruzeiro,A,13
4,22/07/09,Avai,Grêmio,A,13
5,22/07/09,Santos,Athletico-PR,A,13
6,22/07/09,Goiás,Palmeiras,A,13
7,22/07/09,Internacional,São Paulo,A,13
8,22/07/09,Nautico,Botafogo,A,13
9,23/07/09,Atlético-MG,Fluminense,A,13
10,23/07/09,Coritiba,Sport,A,13
11,23/07/09,Corinthians,EC Vitória,A,13
12,24/07/09,ABC,Guarani,B,13
13,25/07/09,Vila Nova,Campinense,B,13
14,25/07/09,Bahia,Vasco,B,13
