Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,15/08/09,Avai,Nautico,A,19
2,15/08/09,Santo Andre,Internacional,A,19
3,15/08/09,Palmeiras,Botafogo,A,19
4,16/08/09,Fluminense,Coritiba,A,19
5,16/08/09,Grêmio,Flamengo,A,19
6,16/08/09,Corinthians,Atlético-MG,A,19
7,16/08/09,Sport,São Paulo,A,19
8,16/08/09,Goiás,EC Vitória,A,19
9,16/08/09,Athletico-PR,Barueri,A,19
10,16/08/09,Cruzeiro,Santos,A,19
11,18/08/09,Bahia,Atlético-GO,B,19
12,22/08/09,América-RN,Ceará,B,19
13,22/08/09,Bragantino,ABC,B,19
14,22/08/09,Vasco,Ipatinga,B,19
