Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/06/09,Portuguesa,Brasiliense,B,7
2,19/06/09,Juventude,Bragantino,B,7
3,20/06/09,Athletico-PR,Palmeiras,A,7
4,20/06/09,EC Vitória,Botafogo,A,7
5,20/06/09,Santo Andre,Sport,A,7
6,20/06/09,Grêmio,Goiás,A,7
7,20/06/09,Avai,Fluminense,A,7
8,20/06/09,Nautico,Coritiba,A,7
9,20/06/09,Bahia,Ipatinga,B,7
10,20/06/09,Vila Nova,Atlético-GO,B,7
11,21/06/09,Corinthians,São Paulo,A,7
12,21/06/09,Santos,Atlético-MG,A,7
13,21/06/09,Cruzeiro,Barueri,A,7
14,21/06/09,Flamengo,Internacional,A,7
