Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/05/09,Campinense,Guarani,B,3
2,22/05/09,Vila Nova,São Caetano,B,3
3,23/05/09,Corinthians,Barueri,A,3
4,23/05/09,Cruzeiro,EC Vitória,A,3
5,23/05/09,Goiás,Internacional,A,3
6,23/05/09,Ponte Preta,Ipatinga,B,3
7,23/05/09,Figueirense,Portuguesa,B,3
8,24/05/09,Palmeiras,São Paulo,A,3
9,24/05/09,Fluminense,Santos,A,3
10,24/05/09,Athletico-PR,Nautico,A,3
11,24/05/09,Grêmio,Botafogo,A,3
12,24/05/09,Sport,Atlético-MG,A,3
13,24/05/09,Avai,Coritiba,A,3
14,24/05/09,Santo Andre,Flamengo,A,3
