Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/11/09,Fortaleza,Ponte Preta,B,35
2,10/11/09,Bragantino,Paraná,B,35
3,10/11/09,Guarani,Ipatinga,B,35
4,10/11/09,América-RN,Figueirense,B,35
5,11/11/09,Palmeiras,Sport,A,35
6,14/11/09,Cruzeiro,Grêmio,A,35
7,14/11/09,São Paulo,EC Vitória,A,35
8,14/11/09,Coritiba,Atlético-MG,A,35
9,15/11/09,Nautico,Flamengo,A,35
10,15/11/09,Avai,Corinthians,A,35
11,15/11/09,Barueri,Botafogo,A,35
12,15/11/09,Fluminense,Athletico-PR,A,35
13,15/11/09,Goiás,Santo Andre,A,35
14,15/11/09,Internacional,Santos,A,35
