Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,31/05/09,Goiás,Corinthians,A,6
2,31/05/09,Fluminense,Grêmio,A,6
3,31/05/09,Coritiba,Flamengo,A,6
4,31/05/09,Atlético-MG,Nautico,A,6
5,31/05/09,Barueri,Avai,A,6
6,31/05/09,Palmeiras,Cruzeiro,A,6
7,31/05/09,Internacional,EC Vitória,A,6
8,09/06/09,Ipatinga,Portuguesa,B,6
9,09/06/09,Brasiliense,Bahia,B,6
10,13/06/09,São Paulo,Santo Andre,A,6
11,13/06/09,Sport,Athletico-PR,A,6
12,13/06/09,Botafogo,Santos,A,6
13,13/06/09,ABC,Vila Nova,B,6
14,13/06/09,Guarani,Vasco,B,6
