Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/10/09,Juventude,Ponte Preta,B,28
2,03/10/09,Ceará,Fortaleza,B,28
3,03/10/09,Bragantino,Vasco,B,28
4,03/10/09,Duque de Caxias,Brasiliense,B,28
5,07/10/09,Sport,Santos,A,28
6,07/10/09,Barueri,Santo Andre,A,28
7,07/10/09,Athletico-PR,Grêmio,A,28
8,07/10/09,São Paulo,Coritiba,A,28
9,07/10/09,EC Vitória,Flamengo,A,28
10,07/10/09,Fluminense,Corinthians,A,28
11,07/10/09,Internacional,Nautico,A,28
12,08/10/09,Cruzeiro,Goiás,A,28
13,08/10/09,Palmeiras,Avai,A,28
14,08/10/09,Botafogo,Atlético-MG,A,28
