Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/09/09,Ponte Preta,América-RN,B,27
2,29/09/09,Portuguesa,Bragantino,B,27
3,29/09/09,Bahia,Duque de Caxias,B,27
4,29/09/09,ABC,Atlético-GO,B,27
5,30/09/09,Nautico,São Paulo,A,27
6,03/10/09,Santo Andre,EC Vitória,A,27
7,03/10/09,Corinthians,Athletico-PR,A,27
8,03/10/09,Atlético-MG,Barueri,A,27
9,04/10/09,Santos,Palmeiras,A,27
10,04/10/09,Grêmio,Sport,A,27
11,04/10/09,Goiás,Botafogo,A,27
12,04/10/09,Flamengo,Fluminense,A,27
13,04/10/09,Avai,Cruzeiro,A,27
14,04/10/09,Coritiba,Internacional,A,27
