Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,05/08/09,Cruzeiro,Athletico-PR,A,17
2,05/08/09,Avai,Santo Andre,A,17
3,05/08/09,São Paulo,Botafogo,A,17
4,05/08/09,Nautico,Corinthians,A,17
5,05/08/09,Coritiba,Santos,A,17
6,05/08/09,Goiás,Flamengo,A,17
7,06/08/09,Palmeiras,Grêmio,A,17
8,06/08/09,Fluminense,Sport,A,17
9,06/08/09,Barueri,EC Vitória,A,17
10,11/08/09,Duque de Caxias,Portuguesa,B,17
11,11/08/09,Guarani,Ceará,B,17
12,11/08/09,América-RN,Vasco,B,17
13,11/08/09,Atlético-GO,Ipatinga,B,17
14,02/09/09,Internacional,Atlético-MG,A,17
