Rodada,Data,Time da Casa,Placar,Time Visitante
1,18/05/12,CRB,0-2,Bragantino
1,18/05/12,Ceará SC,1-2,América-MG
1,18/05/12,Ipatinga,1-1,ABC
1,19/05/12,Boa Esporte,2-2,Avaí
1,19/05/12,Criciúma,4-1,Guaratinguetá
1,19/05/12,América-RN,5-2,Goiás
1,19/05/12,Paraná,1-1,Guarani
1,19/05/12,Grêmio Barueri,0-1,EC Vitória
1,19/05/12,Joinville,1-4,Athletico-PR
1,19/05/12,São Caetano,0-1,ASA
2,22/05/12,Avaí,1-0,São Caetano
2,25/05/12,Guarani,0-0,Boa Esporte
2,25/05/12,ABC,0-0,Joinville
2,26/05/12,Guaratinguetá,2-1,Ceará SC
2,26/05/12,Bragantino,3-4,Criciúma
2,26/05/12,América-MG,4-0,CRB
2,26/05/12,ASA,1-1,Grêmio Barueri
2,05/06/12,Goiás,2-0,Paraná
2,05/06/12,EC Vitória,2-2,América-RN
2,10/07/12,Athletico-PR,1-0,Ipatinga
3,29/05/12,América-RN,1-0,Avaí
3,29/05/12,São Caetano,2-0,Bragantino
3,29/05/12,Ceará SC,2-2,Goiás
3,29/05/12,Joinville,2-0,Guarani
3,29/05/12,CRB,3-1,Guaratinguetá
3,29/05/12,Paraná,0-1,América-MG
3,29/05/12,Boa Esporte,2-1,Athletico-PR
3,29/05/12,Grêmio Barueri,0-3,ABC
3,29/05/12,Criciúma,2-1,EC Vitória
3,29/05/12,Ipatinga,1-0,ASA
4,01/06/12,Guaratinguetá,0-2,América-RN
4,01/06/12,Goiás,1-0,CRB
4,01/06/12,Athletico-PR,3-0,Grêmio Barueri
4,02/06/12,América-MG,3-0,Criciúma
4,02/06/12,EC Vitória,4-0,Ipatinga
4,02/06/12,ASA,3-2,Boa Esporte
4,02/06/12,Guarani,4-1,Ceará SC
4,02/06/12,Avaí,1-2,Joinville
4,02/06/12,ABC,0-1,São Caetano
4,02/06/12,Bragantino,3-3,Paraná
5,05/06/12,São Caetano,1-1,América-MG
5,05/06/12,Joinville,1-0,ASA
5,08/06/12,América-RN,2-1,Bragantino
5,08/06/12,Ipatinga,1-2,Avaí
5,08/06/12,Boa Esporte,1-2,EC Vitória
5,09/06/12,Criciúma,3-0,Goiás
5,09/06/12,Paraná,3-2,Guaratinguetá
5,09/06/12,CRB,2-0,Athletico-PR
5,09/06/12,Grêmio Barueri,2-2,Guarani
5,09/06/12,Ceará SC,4-2,ABC
6,12/06/12,Grêmio Barueri,1-2,Paraná
