Rodada,Data,Time da Casa,Placar,Time Visitante
1,11/05/07,Ponte Preta,1-0,Gama
1,11/05/07,Fortaleza,3-1,Portuguesa
1,11/05/07,Grêmio Barueri,2-1,Remo
1,12/05/07,Ipatinga,2-1,Santa Cruz
1,12/05/07,Santo André,1-3,CRB
1,12/05/07,Ituano,2-3,Ceará SC
1,12/05/07,EC Vitória,5-1,Avaí
1,12/05/07,Brasiliense,2-2,Marília
1,12/05/07,Criciúma,3-2,São Caetano
1,12/05/07,Coritiba,3-1,Paulista
2,15/05/07,Ceará SC,1-1,Criciúma
2,15/05/07,Portuguesa,3-0,Santo André
2,18/05/07,Santa Cruz,3-0,Grêmio Barueri
2,18/05/07,Paulista,2-2,Ponte Preta
2,19/05/07,São Caetano,2-0,EC Vitória
2,19/05/07,Marília,4-3,Ituano
2,19/05/07,Gama,1-0,Coritiba
2,19/05/07,CRB,1-2,Fortaleza
2,19/05/07,Remo,1-0,Ipatinga
2,19/05/07,Avaí,4-2,Brasiliense
3,22/05/07,Ponte Preta,2-0,Fortaleza
3,22/05/07,Remo,1-2,Santo André
3,25/05/07,Marília,4-3,Avaí
3,25/05/07,Ituano,0-1,Coritiba
3,26/05/07,São Caetano,0-0,Gama
3,26/05/07,Grêmio Barueri,2-1,Criciúma
3,26/05/07,Santa Cruz,4-1,CRB
3,26/05/07,Ceará SC,0-3,EC Vitória
3,26/05/07,Ipatinga,1-0,Portuguesa
3,26/05/07,Brasiliense,4-1,Paulista
4,29/05/07,Avaí,1-1,Grêmio Barueri
4,29/05/07,CRB,1-0,Ponte Preta
4,01/06/07,Criciúma,2-1,Marília
4,01/06/07,Paulista,2-0,Remo
4,01/06/07,Fortaleza,2-1,Santa Cruz
4,02/06/07,Santo André,1-2,Brasiliense
4,02/06/07,EC Vitória,4-0,Ipatinga
4,02/06/07,Portuguesa,1-2,Ceará SC
4,02/06/07,Gama,3-1,Ituano
4,02/06/07,Coritiba,0-1,São Caetano
5,05/06/07,Ponte Preta,2-2,Grêmio Barueri
5,05/06/07,Brasiliense,0-0,Gama
