Rodada,Data,Time da Casa,Placar,Time Visitante
1,21/05/11,Atlético-MG,3-0,Athletico-PR
1,21/05/11,Flamengo,4-0,Avai
1,21/05/11,Ceará,1-3,Vasco
1,21/05/11,Santos,1-1,Internacional
1,22/05/11,Palmeiras,1-0,Botafogo
1,22/05/11,Grêmio,1-2,Corinthians
1,22/05/11,Coritiba,0-1,Atlético-GO
1,22/05/11,Figueirense,1-0,Cruzeiro
1,22/05/11,Fluminense,0-2,São Paulo
1,22/05/11,América-MG,2-1,Bahia
2,28/05/11,Internacional,0-1,Ceará
2,28/05/11,Botafogo,1-0,Santos
2,28/05/11,Avai,1-3,Atlético-MG
2,28/05/11,São Paulo,1-0,Figueirense
2,29/05/11,Corinthians,2-1,Coritiba
2,29/05/11,Bahia,3-3,Flamengo
2,29/05/11,Athletico-PR,0-1,Grêmio
2,29/05/11,Cruzeiro,1-1,Palmeiras
2,29/05/11,Vasco,3-0,América-MG
2,29/05/11,Atlético-GO,0-1,Fluminense
3,04/06/11,Palmeiras,1-0,Athletico-PR
3,04/06/11,Ceará,2-2,Botafogo
3,04/06/11,Fluminense,2-1,Cruzeiro
3,04/06/11,Figueirense,2-0,Atlético-GO
3,05/06/11,Flamengo,1-1,Corinthians
3,05/06/11,Grêmio,2-0,Bahia
3,05/06/11,Coritiba,5-1,Vasco
3,05/06/11,América-MG,2-4,Internacional
3,05/06/11,Santos,3-1,Avai
3,08/06/11,Atlético-MG,0-1,São Paulo
4,11/06/11,Cruzeiro,1-1,Santos
4,11/06/11,Avai,2-2,América-MG
4,11/06/11,São Paulo,3-1,Grêmio
4,11/06/11,Vasco,1-1,Figueirense
4,12/06/11,Internacional,2-2,Palmeiras
4,12/06/11,Corinthians,2-0,Fluminense
4,12/06/11,Bahia,1-1,Atlético-MG
4,12/06/11,Atlético-GO,4-1,Ceará
4,12/06/11,Botafogo,3-1,Coritiba
4,12/06/11,Athletico-PR,1-1,Flamengo
5,18/06/11,Fluminense,0-1,Bahia
5,18/06/11,América-MG,1-1,Cruzeiro
5,19/06/11,Palmeiras,5-0,Avai
5,19/06/11,Grêmio,1-1,Vasco
5,19/06/11,Figueirense,2-0,Athletico-PR
5,19/06/11,Ceará,0-2,São Paulo
5,19/06/11,Flamengo,0-0,Botafogo
5,19/06/11,Atlético-MG,2-2,Atlético-GO
5,19/06/11,Coritiba,1-1,Internacional
6,25/06/11,Flamengo,4-1,Atlético-MG
6,25/06/11,Athletico-PR,0-2,Bahia
6,25/06/11,Cruzeiro,2-1,Coritiba
6,26/06/11,Avai,0-1,Fluminense
6,26/06/11,Corinthians,5-0,São Paulo
6,26/06/11,Botafogo,2-1,Grêmio
6,26/06/11,Ceará,2-0,Palmeiras
6,26/06/11,Internacional,4-1,Figueirense
6,26/06/11,Atlético-GO,0-1,Vasco
7,29/06/11,Vasco,0-3,Cruzeiro
7,29/06/11,Grêmio,2-2,Avai
7,29/06/11,América-MG,2-3,Flamengo
7,29/06/11,Figueirense,2-1,Santos
7,29/06/11,Bahia,0-1,Corinthians
7,29/06/11,São Paulo,0-2,Botafogo
7,30/06/11,Palmeiras,2-0,Atlético-GO
7,30/06/11,Coritiba,3-1,Ceará
7,30/06/11,Fluminense,3-1,Athletico-PR
7,30/06/11,Atlético-MG,0-4,Internacional
6,02/07/11,Santos,1-0,América-MG
8,06/07/11,Internacional,1-0,Athletico-PR
8,06/07/11,Cruzeiro,2-0,Grêmio
8,06/07/11,Avai,2-2,Bahia
8,06/07/11,Corinthians,2-1,Vasco
8,06/07/11,Ceará,3-0,Atlético-MG
8,06/07/11,Flamengo,1-0,São Paulo
8,07/07/11,Botafogo,1-1,Atlético-GO
8,07/07/11,Coritiba,3-0,Figueirense
8,07/07/11,América-MG,1-1,Palmeiras
9,09/07/11,Vasco,2-0,Internacional
9,09/07/11,São Paulo,2-1,Cruzeiro
9,09/07/11,Athletico-PR,0-0,Avai
9,10/07/11,Fluminense,0-1,Flamengo
9,10/07/11,Grêmio,2-0,Coritiba
9,10/07/11,Bahia,1-1,Botafogo
9,10/07/11,Atlético-GO,0-1,Corinthians
9,10/07/11,Figueirense,1-1,Ceará
9,10/07/11,Palmeiras,3-0,Santos
9,10/07/11,Atlético-MG,2-0,América-MG
12,14/07/11,Corinthians,1-0,Internacional
10,16/07/11,Vasco,2-1,Athletico-PR
10,16/07/11,Coritiba,3-1,Fluminense
10,16/07/11,Atlético-GO,0-1,Avai
10,16/07/11,Santos,2-1,Atlético-MG
10,17/07/11,Ceará,4-0,América-MG
10,17/07/11,Internacional,0-3,São Paulo
10,17/07/11,Cruzeiro,2-1,Bahia
10,20/07/11,Palmeiras,0-0,Flamengo
10,20/07/11,Figueirense,0-0,Grêmio
10,20/07/11,Botafogo,0-2,Corinthians
11,21/07/11,Avai,1-3,Internacional
11,23/07/11,São Paulo,2-2,Atlético-GO
