Rodada,Data,Time da Casa,Placar,Time Visitante
1,11/09/70,Real Madrid,2-0,Valencia
1,11/09/70,Athletic Bilbao,1-1,Barcelona
1,11/09/70,Las Palmas,1-1,Atlético de Madrid
1,12/09/70,Celta de Vigo,2-0,Sporting Gijón
1,12/09/70,Espanyol,0-1,Sevilla
1,12/09/70,CE Sabadell,0-0,Real Sociedad
1,12/09/70,Elche,1-1,Granada
1,12/09/70,Real Zaragoza,0-0,Málaga
2,18/09/70,Valencia,5-1,Las Palmas
2,19/09/70,Barcelona,5-2,Real Zaragoza
2,19/09/70,Atlético de Madrid,2-0,Athletic Bilbao
2,19/09/70,Sevilla,3-1,Real Madrid
2,19/09/70,Real Sociedad,2-0,Elche
2,19/09/70,Málaga,2-1,Celta de Vigo
2,19/09/70,Granada,1-0,Espanyol
2,19/09/70,Sporting Gijón,3-2,CE Sabadell
3,25/09/70,Valencia,0-1,Sevilla
3,25/09/70,Real Madrid,3-2,Granada
3,25/09/70,Las Palmas,1-1,Athletic Bilbao
3,26/09/70,Celta de Vigo,1-1,Barcelona
3,26/09/70,Espanyol,0-0,Real Sociedad
3,26/09/70,CE Sabadell,5-2,Málaga
3,26/09/70,Elche,5-0,Sporting Gijón
3,26/09/70,Real Zaragoza,0-1,Atlético de Madrid
4,03/10/70,Barcelona,4-1,CE Sabadell
4,03/10/70,Atlético de Madrid,3-1,Celta de Vigo
4,03/10/70,Athletic Bilbao,3-0,Real Zaragoza
4,03/10/70,Real Sociedad,0-0,Real Madrid
4,03/10/70,Málaga,1-0,Elche
4,03/10/70,Granada,2-2,Valencia
4,03/10/70,Sporting Gijón,0-1,Espanyol
4,03/10/70,Las Palmas,0-0,Sevilla
5,10/10/70,Valencia,0-0,Real Sociedad
5,10/10/70,Real Madrid,1-1,Sporting Gijón
5,10/10/70,Celta de Vigo,2-1,Athletic Bilbao
5,10/10/70,Sevilla,1-0,Granada
5,10/10/70,Espanyol,1-1,Málaga
5,10/10/70,CE Sabadell,0-2,Atlético de Madrid
5,10/10/70,Elche,0-1,Barcelona
5,10/10/70,Real Zaragoza,1-1,Las Palmas
6,16/10/70,Barcelona,3-0,Espanyol
6,16/10/70,Atlético de Madrid,3-1,Elche
