Rodada,Data,Time da Casa,Placar,Time Visitante
1,13/08/21,Valencia,1-0,Getafe
1,14/08/21,Mallorca,1-1,Real Betis
1,14/08/21,Cádiz,1-1,Levante
1,14/08/21,Alavés,1-4,Real Madrid
1,14/08/21,Osasuna,0-0,Espanyol
1,15/08/21,Celta de Vigo,1-2,Atlético de Madrid
1,15/08/21,Barcelona,4-2,Real Sociedad
1,15/08/21,Sevilla,3-0,Rayo Vallecano
1,16/08/21,Villarreal,0-0,Granada
1,16/08/21,Elche,0-0,Athletic Bilbao
2,20/08/21,Real Betis,1-1,Cádiz
2,21/08/21,Alavés,0-1,Mallorca
2,21/08/21,Granada,1-1,Valencia
2,21/08/21,Espanyol,0-0,Villarreal
2,21/08/21,Athletic Bilbao,1-1,Barcelona
2,22/08/21,Real Sociedad,1-0,Rayo Vallecano
2,22/08/21,Atlético de Madrid,1-0,Elche
2,22/08/21,Levante,3-3,Real Madrid
2,23/08/21,Getafe,0-1,Sevilla
2,23/08/21,Osasuna,0-0,Celta de Vigo
3,27/08/21,Mallorca,1-0,Espanyol
3,27/08/21,Valencia,3-0,Alavés
3,28/08/21,Celta de Vigo,0-1,Athletic Bilbao
3,28/08/21,Real Sociedad,1-0,Levante
3,28/08/21,Elche,1-1,Sevilla
3,28/08/21,Real Betis,0-1,Real Madrid
3,29/08/21,Barcelona,2-1,Getafe
3,29/08/21,Cádiz,2-3,Osasuna
3,29/08/21,Rayo Vallecano,4-0,Granada
3,29/08/21,Atlético de Madrid,2-2,Villarreal
4,11/09/21,Levante,1-1,Rayo Vallecano
4,11/09/21,Athletic Bilbao,2-0,Mallorca
4,12/09/21,Espanyol,1-2,Atlético de Madrid
4,12/09/21,Osasuna,1-4,Valencia
4,12/09/21,Cádiz,0-2,Real Sociedad
4,12/09/21,Real Madrid,5-2,Celta de Vigo
4,13/09/21,Getafe,0-1,Elche
4,13/09/21,Granada,1-2,Real Betis
5,17/09/21,Celta de Vigo,1-2,Cádiz
5,18/09/21,Rayo Vallecano,3-0,Getafe
5,18/09/21,Atlético de Madrid,0-0,Athletic Bilbao
5,18/09/21,Elche,1-1,Levante
5,18/09/21,Alavés,0-2,Osasuna
5,19/09/21,Mallorca,0-0,Villarreal
5,19/09/21,Real Sociedad,0-0,Sevilla
5,19/09/21,Real Betis,2-2,Espanyol
5,19/09/21,Valencia,1-2,Real Madrid
5,20/09/21,Barcelona,1-1,Granada
6,21/09/21,Getafe,1-2,Atlético de Madrid
6,21/09/21,Athletic Bilbao,1-2,Rayo Vallecano
6,21/09/21,Levante,0-2,Celta de Vigo
6,22/09/21,Espanyol,1-0,Alavés
6,22/09/21,Sevilla,3-1,Valencia
6,22/09/21,Real Madrid,6-1,Mallorca
6,22/09/21,Villarreal,4-1,Elche
6,23/09/21,Granada,2-3,Real Sociedad
6,23/09/21,Osasuna,1-3,Real Betis
6,23/09/21,Cádiz,0-0,Barcelona
7,25/09/21,Alavés,1-0,Atlético de Madrid
7,25/09/21,Valencia,1-1,Athletic Bilbao
7,25/09/21,Sevilla,2-0,Espanyol
7,25/09/21,Real Madrid,0-0,Villarreal
7,26/09/21,Mallorca,2-3,Osasuna
7,26/09/21,Barcelona,3-0,Levante
