Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/07/15,Flamengo,Grêmio,A,14
2,18/07/15,Corinthians,Atlético-MG,A,14
3,18/07/15,Internacional,Goiás,A,14
4,19/07/15,Sport Recife,São Paulo,A,14
5,19/07/15,Cruzeiro,Avaí,A,14
6,19/07/15,Palmeiras,Santos,A,14
7,19/07/15,Atlético-PR,Chapecoense,A,14
8,19/07/15,Figueirense,Coritiba,A,14
9,19/07/15,Joinville,Ponte Preta,A,14
10,19/07/15,Fluminense,Vasco da Gama,A,14
11,21/07/15,Macaé,Paraná,B,14
12,25/07/15,Sampaio Corrêa,ABC,B,14
13,25/07/15,Ceará SC,Mogi Mirim,B,14
14,25/07/15,Bahia,Botafogo,B,14
