Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/08/15,Criciúma,Oeste,B,17
2,07/08/15,Luverdense,Paysandu,B,17
3,08/08/15,Avaí,Fluminense,A,17
4,08/08/15,Santos,Coritiba,A,17
5,08/08/15,CRB,Náutico,B,17
6,08/08/15,Ceará SC,EC Vitória,B,17
7,09/08/15,Ponte Preta,Flamengo,A,17
8,09/08/15,Vasco da Gama,Joinville,A,17
9,09/08/15,Grêmio,Internacional,A,17
10,09/08/15,Cruzeiro,Palmeiras,A,17
11,09/08/15,São Paulo,Corinthians,A,17
12,09/08/15,Atlético-PR,Sport Recife,A,17
13,09/08/15,Chapecoense,Figueirense,A,17
14,09/08/15,Goiás,Atlético-MG,A,17
