Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/05/15,Paraná,Ceará,B,1
2,09/05/15,Palmeiras,Atlético-MG,A,1
3,09/05/15,Chapecoense,Coritiba,A,1
4,09/05/15,Fluminense,Joinville,A,1
5,09/05/15,Paysandu,Botafogo,B,1
6,09/05/15,América-MG,Bahia,B,1
7,09/05/15,EC Vitória,Sampaio Corrêa,B,1
8,10/05/15,São Paulo,Flamengo,A,1
9,10/05/15,Cruzeiro,Corinthians,A,1
10,10/05/15,Atlético-PR,Internacional,A,1
11,10/05/15,Sport,Figueirense,A,1
12,10/05/15,Vasco,Goiás,A,1
13,10/05/15,Grêmio,Ponte Preta,A,1
14,10/05/15,Avaí,Santos,A,1
