Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/11/15,Atlético-GO,Oeste,B,37
2,20/11/15,Macaé,Boa,B,37
3,21/11/15,Paraná,Bragantino,B,37
4,21/11/15,CRB,Sampaio Corrêa,B,37
5,28/11/15,São Paulo,Figueirense,A,37
6,28/11/15,Fluminense,Internacional,A,37
7,28/11/15,Avaí,Ponte Preta,A,37
8,29/11/15,Grêmio,Atlético-MG,A,37
9,29/11/15,Cruzeiro,Joinville,A,37
10,29/11/15,Sport,Corinthians,A,37
11,29/11/15,Palmeiras,Coritiba,A,37
12,29/11/15,Vasco,Santos,A,37
13,29/11/15,Chapecoense,Goiás,A,37
14,29/11/15,Atlético-PR,Flamengo,A,37
