Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/09/15,América-MG,Criciúma,B,28
2,26/09/15,Fluminense,Goiás,A,28
3,26/09/15,Grêmio,Avaí,A,28
4,26/09/15,Paraná,Atlético-GO,B,28
5,26/09/15,Luverdense,Bahia,B,28
6,26/09/15,EC Vitória,Paysandu,B,28
7,27/09/15,Santos,Internacional,A,28
8,27/09/15,Atlético-PR,Ponte Preta,A,28
9,27/09/15,Joinville,Atlético-MG,A,28
10,27/09/15,Figueirense,Corinthians,A,28
11,27/09/15,São Paulo,Palmeiras,A,28
12,27/09/15,Flamengo,Vasco,A,28
13,27/09/15,Cruzeiro,Coritiba,A,28
14,27/09/15,Sport,Chapecoense,A,28
