Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/08/15,Boa,Macaé,B,18
2,11/08/15,Botafogo,ABC,B,18
3,11/08/15,Sampaio Corrêa,CRB,B,18
4,11/08/15,Ceará SC,América-MG,B,18
5,12/08/15,Flamengo,Atlético-PR,A,18
6,12/08/15,Coritiba,Palmeiras,A,18
7,12/08/15,Santos,Vasco da Gama,A,18
8,12/08/15,Goiás,Chapecoense,A,18
9,12/08/15,Corinthians,Sport Recife,A,18
10,12/08/15,Internacional,Fluminense,A,18
11,12/08/15,Figueirense,São Paulo,A,18
12,13/08/15,Joinville,Cruzeiro,A,18
13,13/08/15,Ponte Preta,Avaí,A,18
14,13/08/15,Atlético-MG,Grêmio,A,18
