Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/06/15,Oeste,Ceará,B,9
2,27/06/15,Corinthians,Figueirense,A,9
3,27/06/15,Chapecoense,Sport,A,9
4,27/06/15,Avaí,Grêmio,A,9
5,27/06/15,Macaé,Botafogo,B,9
6,27/06/15,ABC,Náutico,B,9
7,27/06/15,Bahia,Luverdense,B,9
8,28/06/15,Palmeiras,São Paulo,A,9
9,28/06/15,Internacional,Santos,A,9
10,28/06/15,Ponte Preta,Atlético-PR,A,9
11,28/06/15,Coritiba,Cruzeiro,A,9
12,28/06/15,Goiás,Fluminense,A,9
13,28/06/15,Vasco,Flamengo,A,9
14,28/06/15,Atlético-MG,Joinville,A,9
