Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/09/15,Boa,Botafogo,B,27
2,18/09/15,Atlético-GO,América-MG,B,27
3,19/09/15,Palmeiras,Grêmio,A,27
4,19/09/15,Internacional,Figueirense,A,27
5,19/09/15,Ponte Preta,Fluminense,A,27
6,19/09/15,Bahia,Sampaio Corrêa,B,27
7,19/09/15,Macaé,CRB,B,27
8,20/09/15,Goiás,Joinville,A,27
9,20/09/15,Corinthians,Santos,A,27
10,20/09/15,Atlético-MG,Flamengo,A,27
11,20/09/15,Vasco da Gama,Sport Recife,A,27
12,20/09/15,Coritiba,Atlético-PR,A,27
13,20/09/15,Chapecoense,Cruzeiro,A,27
14,20/09/15,Avaí,São Paulo,A,27
