Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/09/15,Paraná,Bahia,B,23
2,04/09/15,Mogi Mirim,Oeste,B,23
3,05/09/15,Vasco,Atlético-MG,A,23
4,05/09/15,São Paulo,Internacional,A,23
5,05/09/15,Atlético-PR,Joinville,A,23
6,05/09/15,Paysandu,Boa,B,23
7,06/09/15,Cruzeiro,Figueirense,A,23
8,06/09/15,Chapecoense,Ponte Preta,A,23
9,06/09/15,Grêmio,Goiás,A,23
10,06/09/15,Avaí,Coritiba,A,23
11,06/09/15,Palmeiras,Corinthians,A,23
12,06/09/15,Fluminense,Flamengo,A,23
13,06/09/15,Sport,Santos,A,23
14,22/09/15,Atlético-GO,Criciúma,B,23
