Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/07/15,Grêmio,Sport,A,15
2,25/07/15,Avaí,Atlético-PR,A,15
3,25/07/15,Atlético-MG,Figueirense,A,15
4,26/07/15,São Paulo,Cruzeiro,A,15
5,26/07/15,Santos,Joinville,A,15
6,26/07/15,Chapecoense,Fluminense,A,15
7,26/07/15,Ponte Preta,Internacional,A,15
8,26/07/15,Coritiba,Corinthians,A,15
9,26/07/15,Goiás,Flamengo,A,15
10,26/07/15,Vasco,Palmeiras,A,15
11,28/07/15,ABC,Ceará,B,15
12,28/07/15,Paraná,Náutico,B,15
13,28/07/15,EC Vitória,Macaé,B,15
14,28/07/15,Paysandu,América-MG,B,15
