Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/10/15,Bragantino,Criciúma,B,30
2,06/10/15,América-MG,Macaé,B,30
3,06/10/15,Náutico,Mogi Mirim,B,30
4,06/10/15,CRB,Santa Cruz,B,30
5,14/10/15,Sport,Avaí,A,30
6,14/10/15,Atlético-MG,Internacional,A,30
7,14/10/15,Palmeiras,Ponte Preta,A,30
8,14/10/15,Figueirense,Flamengo,A,30
9,14/10/15,Joinville,Coritiba,A,30
10,14/10/15,Fluminense,São Paulo,A,30
11,14/10/15,Atlético-PR,Cruzeiro,A,30
12,15/10/15,Corinthians,Goiás,A,30
13,15/10/15,Vasco,Chapecoense,A,30
14,15/10/15,Grêmio,Santos,A,30
