Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/06/15,Paraná,Luverdense,B,7
2,10/06/15,Atlético-MG,Santos,A,7
3,12/06/15,ABC,Paysandu,B,7
4,13/06/15,Coritiba,Flamengo,A,7
5,13/06/15,Vasco da Gama,Cruzeiro,A,7
6,13/06/15,Chapecoense,São Paulo,A,7
7,13/06/15,Corinthians,Internacional,A,7
8,13/06/15,Sport Recife,Joinville,A,7
9,13/06/15,América-MG,CRB,B,7
10,13/06/15,Bahia,Ceará SC,B,7
11,14/06/15,Ponte Preta,Goiás,A,7
12,14/06/15,Palmeiras,Fluminense,A,7
13,14/06/15,Grêmio,Atlético-PR,A,7
14,14/06/15,Avaí,Figueirense,A,7
