Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/08/15,ABC,Criciúma,B,21
2,28/08/15,América-MG,Luverdense,B,21
3,28/08/15,CRB,Botafogo,B,21
4,29/08/15,Vasco,Figueirense,A,21
5,29/08/15,São Paulo,Ponte Preta,A,21
6,29/08/15,Náutico,Boa,B,21
7,30/08/15,Sport,Flamengo,A,21
8,30/08/15,Grêmio,Coritiba,A,21
9,30/08/15,Palmeiras,Joinville,A,21
10,30/08/15,Fluminense,Atlético-MG,A,21
11,30/08/15,Cruzeiro,Santos,A,21
12,30/08/15,Chapecoense,Corinthians,A,21
13,30/08/15,Atlético-PR,Goiás,A,21
14,30/08/15,Avaí,Internacional,A,21
