Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/05/15,Náutico,Criciúma,B,3
2,22/05/15,EC Vitória,Bragantino,B,3
3,23/05/15,Vasco,Internacional,A,3
4,23/05/15,Grêmio,Figueirense,A,3
5,23/05/15,São Paulo,Joinville,A,3
6,23/05/15,Paysandu,Ceará,B,3
7,23/05/15,América-MG,Santa Cruz,B,3
8,24/05/15,Cruzeiro,Ponte Preta,A,3
9,24/05/15,Atlético-PR,Atlético-MG,A,3
10,24/05/15,Chapecoense,Santos,A,3
11,24/05/15,Palmeiras,Goiás,A,3
12,24/05/15,Fluminense,Corinthians,A,3
13,24/05/15,Sport,Coritiba,A,3
14,24/05/15,Avaí,Flamengo,A,3
